FID,OBJECTID,MM2_DATO_I,MM2_FECHA_,MM2_DIRECC,MM2_BARRIO,MM2_RURAL,MM2_Long,MM2_Lat,MM2_NOMBRE,MM2_CODIGO,cruce_dato,Elevacion,Pendiente,COD_COB25_,NOM_COB25,SIM_COB25,Id_Riesgo,categ_Ries,GEOLOGIA_1,GEOLOGIA_2,DATO_ID,FUENTE,SOLICITUD,FECHA EVENTO,FECHA EVENTO,DIRECCION,BARRIO_VER,RURAL,Long,Lat,ESTACIÓN,CATEGORIA,ENTIDAD,FECHA_INIC,CODIGO,X,Y,P_24H,P_3DIAS,P_7DIAS,P_10DIAS,P15DIAS,P30DIAS,P60DIAS,P90DIAS
423,424,MM0789,4/4/2022,K 55a No 17C - 38,Bella Suiza,54,-76.567725,3.409105,IDEAS,2622330111,MM0789,992.4362793,8.666613579,11211,Zonas urbanas discontinuas,ZUD,4,Riesgo bajo,Kv,Formacion Volcanica,MM0789,BD_SGRED,Operativo,4/4/2022 0:00,4/4/2022IDEAS,K 55a No 17C - 38,Bella Suiza,54,-76567725,3409105,IDEAS,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0,4,125.9,143,163.8,186.5,388.5,472
424,425,MM0790,4/4/2022,C 17b Oeste No 55 - 40,Bella Suiza,54,-76.566343,3.412332,IDEAS,2622330111,MM0790,998.5218506,8.040167809,23171,Pasto cultivado arbolado,PCUAR,7,Amenaza baja,Ql/Kv,Lateritas Formacion Volcanica,MM0790,BD_SGRED,Operativo,4/4/2022 0:00,4/4/2022IDEAS,C 17b Oeste No 55 - 40,Bella Suiza,54,-76566343,3412332,IDEAS,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0,4,125.9,143,163.8,186.5,388.5,472
425,426,MM0791,4/4/2022,C 17b Oeste No 55 - 44,Bella Suiza,54,-76.566892,3.41,IDEAS,2622330111,MM0791,989.0795288,2.53853488,11211,Zonas urbanas discontinuas,ZUD,4,Riesgo bajo,Kv,Formacion Volcanica,MM0791,BD_SGRED,Operativo,4/4/2022 0:00,4/4/2022IDEAS,C 17b Oeste No 55 - 44,Bella Suiza,54,-76566892,3,IDEAS,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0,4,125.9,143,163.8,186.5,388.5,472
426,427,MM0792,4/4/2022,C 17b Oeste No 55 - 48,Bella Suiza,54,-76.569232,3.40807,IDEAS,2622330111,MM0792,1003.77533,12.54903889,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,7,Amenaza baja,Kv,Formacion Volcanica,MM0792,BD_SGRED,Operativo,4/4/2022 0:00,4/4/2022IDEAS,C 17b Oeste No 55 - 48,Bella Suiza,54,-76569232,340807,IDEAS,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0,4,125.9,143,163.8,186.5,388.5,472
427,428,MM0795,5/23/2022,Cll 25A Oeste #49-12,Sector La Arboleda, ,-76.558804,3.419652,LOS CRISTALES,2622330105,MM0795,1048.365112,24.33044243,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0795,BD_SGRED,Operativo,5/23/2022 0:00,5/23/2022LOS CRISTALES,Cll 25A Oeste #49-12,Sector La Arboleda, ,-76558804,3419652,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,42,88,107,113,189,202,466,688
428,429,MM0796,5/24/2022,Cl 4 Oeste #40D-22,Sector Los Balsos, ,-76.555274,3.42493,LOS CRISTALES,2622330105,MM0796,1059.898438,46.79891205,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0796,BD_SGRED,Operativo,5/24/2022 0:00,5/24/2022LOS CRISTALES,Cl 4 Oeste #40D-22,Sector Los Balsos, ,-76555274,342493,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,88,107,107,189,202,462,681
430,431,MM0806,6/5/2022,Calle 7 Oeste #40-02,Belen - San Francisco, ,-76.556546,3.428602,LOS CRISTALES,2622330105,MM0806,1083.413696,39.86376953,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,TOg,Formacion Guachinte,MM0806,BD_SGRED,Operativo,6/5/2022 0:00,6/5/2022LOS CRISTALES,Calle 7 Oeste #40-02,Belen - San Francisco, ,-76556546,3428602,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,13,77,124,143,263,365,453,642
431,432,MM0807,6/5/2022,Calle 7 Oeste #40,Quebrada Isabel Perez, ,-76.555958,3.428387,LOS CRISTALES,2622330105,MM0807,1074.666016,56.09586334,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0807,BD_SGRED,Operativo,6/5/2022 0:00,6/5/2022LOS CRISTALES,Calle 7 Oeste #40,Quebrada Isabel Perez, ,-76555958,3428387,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,13,77,124,143,263,365,453,642
432,433,MM0808,6/5/2022,Calle 7 Oeste #39,Belen - San Francisco/ Quebrada Isabel Perez, ,-76.556107,3.428363,LOS CRISTALES,2622330105,MM0808,1070.023071,51.46220016,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0808,BD_SGRED,Operativo,6/5/2022 0:00,6/5/2022LOS CRISTALES,Calle 7 Oeste #39,Belen - San Francisco/ Quebrada Isabel Perez, ,-76556107,3428363,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,13,77,124,143,263,365,453,642
433,434,MM0809,6/5/2022,Quebrada Isabel Perez (HUECO),Belen - San Francisco, ,-76.55562,3.426545,LOS CRISTALES,2622330105,MM0809,1041.53125,40.74066162,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0809,BD_SGRED,Operativo,6/5/2022 0:00,6/5/2022LOS CRISTALES,Quebrada Isabel Perez (HUECO),Belen - San Francisco, ,-7655562,3426545,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,13,77,124,143,263,365,453,642
434,435,MM0810,6/5/2022,Calle 19 D Oeste #8A-22,Alto Aguacatal, ,-76.56221,3.45569,EL COLEGIO,2622420105,MM0810,1087.412598,47.24618912,11211,Zonas urbanas discontinuas,ZUD,1,Riesgo alto,Kv,Formacion Volcanica,MM0810,BD_SGRED,Operativo,6/5/2022 0:00,6/5/2022EL COLEGIO,Calle 19 D Oeste #8A-22,Alto Aguacatal, ,-7656221,345569,EL COLEGIO,PG,Dagma,41648,2622420105,1058122.6,874247451,14,100,121,121,127,233.6,349.2,533
436,437,MM0812,6/5/2022,Cl 23 #8b-41,Alto Aguacatal, ,-76.566746,3.4556,CALI - BOCATOMA,2622400106,MM0812,1077.588867,80.08631134,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0812,BD_SGRED,Operativo,6/5/2022 0:00,6/5/2022CALI - BOCATOMA,Cl 23 #8b-41,Alto Aguacatal, ,-76566746,970146,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,7.2,23,33.4,43,87,146,185.6,344
437,438,MM0813,6/5/2022,Av 10N #24AN-15,Santa Monica, ,-76.533696,3.466749,COLEGIO SAN LUIS,2622400101,MM0813,1005.744141,24.1718483,31211,Bosque mixto abierto alto de tierra firme,BNAALT,4,Riesgo bajo,TOg,Formacion Guachinte,MM0813,BD_SGRED,Operativo,6/5/2022 0:00,6/5/2022COLEGIO SAN LUIS,Av 10N #24AN-15,Santa Monica, ,-76533696,3466749,COLEGIO SAN LUIS,PG,CVC,12785,2622400101,1060105.49,874385876,14,100,120.6,121,126.8,193.2,324.8,427
438,439,MM0814,6/8/2022,Calle 6D Oeste #49B-46,Tierra Blanca, ,-76.55752,3.41983,LOS CRISTALES,2622330105,MM0814,1060.001465,66.01264191,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0814,BD_SGRED,Operativo,6/8/2022 0:00,6/8/2022LOS CRISTALES,Calle 6D Oeste #49B-46,Tierra Blanca, ,-7655752,341983,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,34,112,158,182,371,467,676
439,440,MM0815,6/8/2022,Calle 6D #49B-44,Tierra Blanca, ,-76.55748,3.41986,LOS CRISTALES,2622330105,MM0815,1058.096802,69.69790649,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0815,BD_SGRED,Operativo,6/8/2022 0:00,6/8/2022LOS CRISTALES,Calle 6D #49B-44,Tierra Blanca, ,-7655748,341986,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,34,112,158,182,371,467,676
440,441,MM0817,6/8/2022,Calle 6D Oeste #49B-45,Tierra Blanca, ,-76.55733,3.41989,LOS CRISTALES,2622330105,MM0817,1049.607422,47.90723801,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0817,BD_SGRED,Operativo,6/8/2022 0:00,6/8/2022LOS CRISTALES,Calle 6D Oeste #49B-45,Tierra Blanca, ,-7655733,341989,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,34,112,158,182,371,467,676
441,442,MM0818,6/8/2022,Calle 6D Oeste #49B-52,Tierra Blanca, ,-76.5575,3.41974,LOS CRISTALES,2622330105,MM0818,1056.373413,65.57022095,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0818,BD_SGRED,Operativo,6/8/2022 0:00,6/8/2022LOS CRISTALES,Calle 6D Oeste #49B-52,Tierra Blanca, ,-765575,341974,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,34,112,158,182,371,467,676
442,443,MM0819,6/8/2022,Calle 52C N. Av 91 #83,Altos de Menga, ,-76.53528,3.49191,AGUACATAL-MONTEBELLO,2622420101,MM0819,1129.010132,32.16088104,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0819,BD_SGRED,Operativo,6/8/2022 0:00,6/8/2022AGUACATAL-MONTEBELLO,Calle 52C N. Av 91 #83,Altos de Menga, ,-7653528,349191,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,31,46,98,102,102,139,304,505
443,444,MM0820,6/8/2022,Av 9 Oeste #22-29,Terron Colorado- Sector Alto Aguacatal, ,-76.564868,3.455248,CALI - BOCATOMA,2622400106,MM0820,1074.333374,16.10298538,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0820,BD_SGRED,Operativo,6/8/2022 0:00,6/8/2022CALI - BOCATOMA,Av 9 Oeste #22-29,Terron Colorado- Sector Alto Aguacatal, ,-76564868,3455248,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,0.8,28,51.4,62,80.2,155.4,188.4,372
444,445,MM0821,6/8/2022,Av 9 Oeste #22-27,Terron Colorado- Sector Alto Aguacatal, ,-76.5649,3.455238,CALI - BOCATOMA,2622400106,MM0821,1074.063721,20.66666985,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0821,BD_SGRED,Operativo,6/8/2022 0:00,6/8/2022CALI - BOCATOMA,Av 9 Oeste #22-27,Terron Colorado- Sector Alto Aguacatal, ,-765649,3455238,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,0.8,28,51.4,62,80.2,155.4,188.4,372
445,446,MM0824,6/13/2022,Carrera 93E Oeste #2C-04,Sector Pampas del Mirador, ,-76.557836,3.376812,NAPOLES,2622330108,MM0824,1096.402588,59.64213562,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0824,BD_SGRED,Operativo,6/13/2022 0:00,6/13/2022NAPOLES,Carrera 93E Oeste #2C-04,Sector Pampas del Mirador, ,-76557836,3376812,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,7.5,37,50.4,101,137.5,227.5,401.8,530
446,447,MM0825,6/13/2022,Carrera 93E Oeste #2C-13,Sector Pampas del Mirador, ,-76.557912,3.376772,NAPOLES,2622330108,MM0825,1101.711548,63.86278915,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0825,BD_SGRED,Operativo,6/13/2022 0:00,6/13/2022NAPOLES,Carrera 93E Oeste #2C-13,Sector Pampas del Mirador, ,-76557912,3376772,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,7.5,37,50.4,101,137.5,227.5,401.8,530
447,448,MM0826,6/13/2022,Carrera 93E Oeste #2C-24,Sector Pampas del Mirador, ,-76.558115,3.376693,NAPOLES,2622330108,MM0826,1115.267212,61.28576279,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0826,BD_SGRED,Operativo,6/13/2022 0:00,6/13/2022NAPOLES,Carrera 93E Oeste #2C-24,Sector Pampas del Mirador, ,-76558115,3376693,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,7.5,37,50.4,101,137.5,227.5,401.8,530
448,449,MM0827,6/14/2022,Carrera 24C #11C-130,Morti�al, ,-76.548931,3.44304,PLANTA RIO CALI,2622400103,MM0827,1058.712769,70.90747833,11111,Zonas urbanas continuas,ZUC,5,Amenaza alta,Kv,Formacion Volcanica,MM0827,BD_SGRED,Operativo,6/14/2022 0:00,6/14/2022PLANTA RIO CALI,Carrera 24C #11C-130,Morti?al, ,-76548931,344304,PLANTA RIO CALI,PG,CVC,19369,2622400103,1059076.72,872749661,0,16,39.8,104,141.7,228.2,526.2,800
449,450,MM0828,6/8/2022,Calle 28B Oeste #7A-11,Palmas 1, ,-76.573908,3.455107,CALI - BOCATOMA,2622400106,MM0828,1186.479126,55.9787178,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0828,BD_SGRED,Operativo,6/8/2022 0:00,6/8/2022CALI - BOCATOMA,Calle 28B Oeste #7A-11,Palmas 1, ,-76573908,3455107,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,0.8,28,51.4,62,80.2,155.4,188.4,372
450,451,MM0831,6/8/2022,Carrera 52a Oeste #10a Oeste-52,Brisas de Mayo, ,-76.562223,3.417468,IDEAS,2622330111,MM0831,995.6569824,12.23008347,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0831,BD_SGRED,Operativo,6/8/2022 0:00,6/8/2022IDEAS,Carrera 52a Oeste #10a Oeste-52,Brisas de Mayo, ,-76562223,3417468,IDEAS,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0,0,0,0,0,0,0,0
451,452,MM0832,6/4/2022,Vereda el Carmen,Charco El Minuto - Villacarmelo, ,-76.607657,3.389253,EL CARMELO,2622320104,MM0832,1432.014038,61.85525513,24140,Misceláneo de cultivos y espacios naturales,MSCULV,4,Riesgo bajo,Kv,Formacion Volcanica,MM0832,BD_SGRED,Operativo,6/4/2022 0:00,6/4/2022EL CARMELO,Vereda el Carmen,Charco El Minuto - Villacarmelo, ,-76607657,3389253,EL CARMELO,PG,CVC,9/15/2012,2622320104,1051271.11,865182468,4.4,29,74.6,89,145.6,296.2,467.6,656
452,453,MM0833,6/1/2022,Calle 28 Oeste #39B-13,Belen, ,-76.554539,3.426069,LOS CRISTALES,2622330105,MM0833,1019.029541,44.62950134,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0833,BD_SGRED,Operativo,6/1/2022 0:00,6/1/2022LOS CRISTALES,Calle 28 Oeste #39B-13,Belen, ,-76554539,3426069,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,36,46,65,107,173,265,410,584
453,454,MM0834,6/1/2022,Calle 2 Oeste #39-6,Siloe, ,-76.554743,3.425627,LOS CRISTALES,2622330105,MM0834,1016.029541,18.88672256,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0834,BD_SGRED,Operativo,6/1/2022 0:00,6/1/2022LOS CRISTALES,Calle 2 Oeste #39-6,Siloe, ,-76554743,3425627,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,36,46,65,107,173,265,410,584
454,455,MM0836,6/10/2022,Calle 2 Oeste, , ,-76.543621,3.455043,EL ANCLA,2622420106,MM0836,1052.000122,36.81436539,11111,Zonas urbanas continuas,ZUC,5,Amenaza alta,TOg,Formacion Guachinte,MM0836,BD_SGRED,Operativo,6/10/2022 0:00,6/10/2022EL ANCLA,Calle 2 Oeste, , ,-76543621,3455043,EL ANCLA,PG,Dagma,41648,2622420106,1058687.31,873954,0,0,92,104,134.2,193.3,267.4,358
455,456,MM0837,6/10/2022,Santa Helena - Corregimiento Felidia, , ,-76.634942,3.46217,FELIDIA,2622400107,MM0837,1712.018311,24.78830147,31111,Bosque mixto denso alto de tierra firme,BNDALT,4,Riesgo bajo,Kv,Formacion Volcanica,MM0837,BD_SGRED,Operativo,6/10/2022 0:00,6/10/2022FELIDIA,Santa Helena - Corregimiento Felidia, , ,-76634942,346217,FELIDIA,PG,CVC,9/25/2013,2622400107,1049800.04,875040335,47.6,79,99.8,112,138,286.2,426.8,595
456,457,MM0839,6/20/2022,"referencia por la via """"las melcochas"""" parte baja",Santa Elena,Felidia,-76.631618,3.462813,FELIDIA,2622400107,MM0839,1642.456299,43.02135086,22210,Otros cultivos arbustivos plantados abiertos,OCABA,4,Riesgo bajo,Kv,Formacion Volcanica,MM0839,BD_SGRED,Operativo,6/20/2022 0:00,6/20/2022FELIDIA,"referencia por la via """"las melcochas"""" parte baja",Santa Elena,Felidia,-76631618,3462813,FELIDIA,PG,CVC,9/25/2013,2622400107,1049800.04,875040335,8.6,48,65,116,209.8,292,469.4,690
457,458,MM0840,6/20/2022,referencia parte baja de la via hacia el r�o,Santa Elena,Felidia,-76.633871,3.45819,BRASILIA,2622400104,MM0840,1596.956909,26.25960541,31111,Bosque mixto denso alto de tierra firme,BNDALT,5,Amenaza alta,Kv,Formacion Volcanica,MM0840,BD_SGRED,Operativo,6/20/2022 0:00,6/20/2022BRASILIA,referencia parte baja de la via hacia el r?o,Santa Elena,Felidia,-76633871,345819,BRASILIA,PM,CVC,23747,2622400104,1049902.3,873547871,8,13,16.5,19,73.7,185.3,423,647
458,459,MM0841,6/20/2022,Vivienda al lado de la Quebrada,Santa Elena,Felidia,-76.633398,3.459771,FELIDIA,2622400107,MM0841,1599.939087,78.53975677,22210,Otros cultivos arbustivos plantados abiertos,OCABA,4,Riesgo bajo,Kv,Formacion Volcanica,MM0841,BD_SGRED,Operativo,6/20/2022 0:00,6/20/2022FELIDIA,Vivienda al lado de la Quebrada,Santa Elena,Felidia,-76633398,3459771,FELIDIA,PG,CVC,9/25/2013,2622400107,1049800.04,875040335,8.6,48,65,116,209.8,292,469.4,690
459,460,MM0842,6/20/2022,"Via que conduce gacia oarte baja de la vereda, hacia el r�o",Santa Elena,Felidia,-76.631665,3.457563,BRASILIA,2622400104,MM0842,1671.435181,48.74583054,24130,Misceláneo de pastos y cultivos,MSPNCU,4,Riesgo bajo,Kv,Formacion Volcanica,MM0842,BD_SGRED,Operativo,6/20/2022 0:00,6/20/2022BRASILIA,"Via que conduce gacia oarte baja de la vereda, hacia el r?o",Santa Elena,Felidia,-76631665,3457563,BRASILIA,PM,CVC,23747,2622400104,1049902.3,873547871,8,13,16.5,19,73.7,185.3,423,647
460,461,MM0848,6/5/2022,V�a Pichinde a la altura del sector La Hamaca, ,Pichinde,-76.580166,3.423873,LOS CRISTALES,2622330105,MM0848,1344.461304,25.96161461,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0848,BD_SGRED,Operativo,6/5/2022 0:00,6/5/2022LOS CRISTALES,V?a Pichinde a la altura del sector La Hamaca, ,Pichinde,-76580166,3423873,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,13,77,124,143,263,365,453,642
461,462,MM0849,6/9/2022,K 66 B Oeste No. 3 G 23,Alto los Chorros, ,-76.56302,3.39306,NAPOLES,2622330108,MM0849,1052.583618,12.5669241,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,TOg,Formacion Guachinte,MM0849,BD_SGRED,Operativo,6/9/2022 0:00,6/9/2022NAPOLES,K 66 B Oeste No. 3 G 23,Alto los Chorros, ,-7656302,339306,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,7.3,13,71,96,126.7,283.5,368.1,497
462,463,MM0850,6/16/2022,C 8 Oeste No. 49 B 129,Tierra Blanca, ,-76.559231,3.418869,LOS CRISTALES,2622330105,MM0850,1018.260132,61.17512894,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0850,BD_SGRED,Operativo,6/16/2022 0:00,6/16/2022LOS CRISTALES,C 8 Oeste No. 49 B 129,Tierra Blanca, ,-76559231,3418869,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,5,5,44,51,181,353,470,712
463,464,MM0852,6/16/2022,C 8 Oeste No. 49 B 127,Tierra Blanca, ,-76.55923,3.41924,LOS CRISTALES,2622330105,MM0852,1042.460205,69.53762054,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0852,BD_SGRED,Operativo,6/16/2022 0:00,6/16/2022LOS CRISTALES,C 8 Oeste No. 49 B 127,Tierra Blanca, ,-7655923,341924,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,5,5,44,51,181,353,470,712
464,465,MM0859,6/21/2022, ,Pe�as blancas,Pichinde,-76.557803,3.417437,IDEAS,2622330111,MM0859,986.9034424,26.8618412,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0859,BD_SGRED,Operativo,6/21/2022 0:00,6/21/2022CAÑAVERALEJO-EDIFICIO CVC, ,Pe?as blancas,Pichinde,-76557803,3417437,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0.4,8,86,98,293,418,533.6,720
465,466,MM0860,6/21/2022, ,Pe�as blancas,Pichinde,-76.59364,3.439828,YANACONAS,2622410102,MM0860,1556.33374,19.26148033,24130,Misceláneo de pastos y cultivos,MSPNCU,4,Riesgo bajo,Kv,Formacion Volcanica,MM0860,BD_SGRED,Operativo,6/21/2022 0:00,6/21/2022YANACONAS, ,Pe?as blancas,Pichinde,-7659364,3439828,YANACONAS,PM,CVC,19369,2622410102,1052861.97,871956356,0,9,75,109,147,304,509,737
466,467,MM0868,6/28/2022,Carrera 40 B oeste No 3 - 24,Silo� San Francisco, ,-76.55528,3.42626,LOS CRISTALES,2622330105,MM0868,1032.866333,20.92349815,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0868,BD_SGRED,Operativo,6/28/2022 0:00,6/28/2022LOS CRISTALES,Carrera 40 B oeste No 3 - 24,Silo? San Francisco, ,-7655528,342626,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,34,41,72,126,177,379,597,827
467,468,MM0876,7/8/2022,Calle 4 Oeste #43a-55,Montebello,64,-76.545608,3.486141,AGUACATAL-MONTEBELLO,2622420101,MM0876,1354.476685,38.05532837,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0876,BD_SGRED,Operativo,7/8/2022 0:00,7/8/2022AGUACATAL-MONTEBELLO,Calle 4 Oeste #43a-55,Montebello,64,-76545608,3486141,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,0,0,2,6,68,158,297,462
468,469,MM0879,6/4/2022,Parte baja Arboleda,Parte baja Arboleda, ,-76.565048,3.420722,LOS CRISTALES,2622330105,MM0879,1068.443237,20.40509415,12211,Otras superficies artificiales sin construcción,OISC,1,Riesgo alto,Kv,Formacion Volcanica,MM0879,BD_SGRED,Operativo,6/4/2022 0:00,6/4/2022LOS CRISTALES,Parte baja Arboleda,Parte baja Arboleda, ,-76565048,3420722,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,55,65,130,130,231,333,443,629
469,470,MM0880,6/4/2022,Parte baja Arboleda,Parte baja Arboleda, ,-76.565099,3.420635,LOS CRISTALES,2622330105,MM0880,1069.631226,29.58429146,12211,Otras superficies artificiales sin construcción,OISC,1,Riesgo alto,Kv,Formacion Volcanica,MM0880,BD_SGRED,Operativo,6/4/2022 0:00,6/4/2022LOS CRISTALES,Parte baja Arboleda,Parte baja Arboleda, ,-76565099,3420635,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,55,65,130,130,231,333,443,629
470,471,MM0881,6/16/2022,Via rural Castilla-Elvira,N/A,Castilla,-76.588209,3.49692,AGUACATAL,2622420103,MM0881,1784.541626,25.71876907,31111,Bosque mixto denso alto de tierra firme,BNDALT,6,Amenaza media,Ql/Kv,Lateritas Formacion Volcanica,MM0881,BD_SGRED,Operativo,6/16/2022 0:00,6/16/2022AGUACATAL,Via rural Castilla-Elvira,N/A,Castilla,-76588209,349692,AGUACATAL,PG,CVC,25936,2622420103,1052370.03,879525415,0,11,34.2,76,143.2,193.4,350,501
471,472,MM0897,8/6/2022,Quebrada El Chocho-Sector Minas, ,Golondrinas,-76.557427,3.48882,AGUACATAL-MONTEBELLO,2622420101,MM0897,1257.289429,11.0579977,23171,Pasto cultivado arbolado,PCUAR,6,Amenaza media,TOg,Formacion Guachinte,MM0897,BD_SGRED,Operativo,8/6/2022 0:00,8/6/2022AGUACATAL-MONTEBELLO,Quebrada El Chocho-Sector Minas, ,Golondrinas,-76557427,348882,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,30,40,66,68,97,97,286,394
472,473,MM0906,9/23/2022,Av 9b Oeste #19c-24,Alto Aguacatal, ,-76.561369,3.456765,EL COLEGIO,2622420105,MM0906,1085.382935,81.03557587,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0906,BD_SGRED,Operativo,9/23/2022 0:00,9/23/2022EL COLEGIO,Av 9b Oeste #19c-24,Alto Aguacatal, ,-76561369,3456765,EL COLEGIO,PG,Dagma,41648,2622420105,1058122.6,874247451,0,1,28.1,28,43.2,45.5,140.4,202
473,474,MM0907,9/23/2022,Av 9b biz Oeste #19c-19,Alto Aguacatal, ,-76.561358,3.456785,EL COLEGIO,2622420105,MM0907,1083.770386,81.27155304,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0907,BD_SGRED,Operativo,9/23/2022 0:00,9/23/2022EL COLEGIO,Av 9b biz Oeste #19c-19,Alto Aguacatal, ,-76561358,3456785,EL COLEGIO,PG,Dagma,41648,2622420105,1058122.6,874247451,0,1,28.1,28,43.2,45.5,140.4,202
474,475,MM0908,9/23/2022,Av 9b Oeste #19c-36,Alto Aguacatal, ,-76.561305,3.45679,EL COLEGIO,2622420105,MM0908,1084.843262,75.15090179,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0908,BD_SGRED,Operativo,9/23/2022 0:00,9/23/2022EL COLEGIO,Av 9b Oeste #19c-36,Alto Aguacatal, ,-76561305,345679,EL COLEGIO,PG,Dagma,41648,2622420105,1058122.6,874247451,0,1,28.1,28,43.2,45.5,140.4,202
